iter	RMSE
421	167.0362548
422	166.8623877
423	166.6250973
424	166.4762065
425	166.2380831
426	166.0648498
427	165.8383738
428	165.6990442
429	165.5623712
430	165.3928353
431	165.2288611
432	165.0961276
433	164.8709961
434	164.7428657
435	164.6213388
436	164.4939919
437	164.3335958
438	164.1142529
439	163.992573
440	163.867069
441	163.651726
442	163.4427927
443	163.325329
444	163.1927584
445	162.9858178
446	162.8682451
447	162.6649728
448	162.5368283
449	162.4218446
450	162.2683339
451	162.1498591
452	161.9521684
453	161.7560139
454	161.609923
455	161.334901
456	161.2117839
457	161.104619
458	160.998249
459	160.8789506
460	160.6888378
461	160.578544
462	160.4703695
463	160.2835883
464	160.1003097
465	159.9864036
466	159.8478006
467	159.7055802
468	159.5283272
469	159.3921432
470	159.2897117
471	159.1171352
472	158.9932654
473	158.8934612
474	158.7600365
475	158.6676957
476	158.4990389
477	158.3978481
478	158.2605269
479	158.1672647
480	158.0396838
481	157.9235716
482	157.8161816
483	157.690319
484	157.5922933
485	157.4666365
486	157.3599492
487	157.2662708
488	157.1417268
489	157.0191042
490	156.9046444
491	156.7923751
492	156.6935401
493	156.5905485
494	156.4912502
495	156.3883433
496	156.2925531
497	156.1905702
498	155.9464416
499	155.7067984
500	155.6199518
501	155.5285558
502	155.4359776
503	155.33139
504	155.211264
505	155.0966507
506	154.9956305
507	154.8933669
508	154.7969315
509	154.700441
510	154.5518682
511	154.4539765
512	154.2231185
513	154.1377145
514	154.0503374
515	153.9568181
516	153.8764055
517	153.7974394
518	153.7049726
519	153.5596912
520	153.4704351
521	153.3807266
522	153.2980253
523	153.2176365
524	153.1279946
525	153.0152471
526	152.9318031
527	152.8331337
528	152.7323738
529	152.5098922
530	152.4323643
531	152.3556702
532	152.2816083
533	152.0633878
534	151.973419
535	151.8798069
536	151.8039193
537	151.7226383
538	151.6172375
539	151.5431183
540	151.4548714
541	151.3210693
542	151.2418438
543	151.1442455
544	151.0532602
545	150.9838892
546	150.9023459
547	150.7722724
548	150.6303877
549	150.5458028
550	150.4630467
551	150.2561866
552	150.153865
553	150.0770112
554	149.9737795
555	149.8956424
556	149.8179323
557	149.7440161
558	149.6464053
559	149.5501397
560	149.4276725
561	149.3345957
562	149.2470777
563	149.1758017
564	149.106993
565	149.0129592
566	148.9096131
567	148.8280907
568	148.7608773
569	148.644179
570	148.5690786
571	148.4954342
572	148.4236617
573	148.3102016
574	148.230006
575	148.1513606
576	148.0509082
577	147.9835272
578	147.9137364
579	147.8434948
580	147.751819
581	147.6422973
582	147.5733517
583	147.479979
584	147.2931704
585	147.2090084
586	147.1467126
587	147.0720377
588	147.0051863
589	146.8962088
590	146.83212
591	146.7673048
592	146.6838424
593	146.6077995
594	146.5441612
595	146.483371
596	146.4213416
597	146.3638567
598	146.2824638
599	146.213931
600	146.1506303
601	146.0828766
602	146.0162527
603	145.9533861
604	145.8915107
605	145.7675447
606	145.6745299
607	145.5728958
608	145.488462
609	145.426628
610	145.3617303
611	145.2796974
612	145.2202968
613	145.1620527
614	144.9880602
615	144.9285176
616	144.8757712
617	144.7050299
618	144.6411045
619	144.5719552
620	144.4915052
621	144.4294991
622	144.3686715
623	144.2908039
624	144.2045934
625	144.1395958
626	144.0823968
627	143.9176863
628	143.8343986
629	143.7441379
630	143.691168
631	143.627963
632	143.4684863
633	143.4171388
634	143.3667942
635	143.3192741
636	143.2724154
637	143.1978898
638	143.1232616
639	143.0686568
640	142.9131724
641	142.8489963
642	142.7922214
643	142.7333986
644	142.6618576
645	142.6097464
646	142.5637972
647	142.5082081
648	142.438289
649	142.3708395
650	142.3166992
651	142.2607923
652	142.2079117
653	142.0572954
654	141.9983242
655	141.9463829
656	141.8560457
657	141.8014901
658	141.748876
659	141.6987387
660	141.6250126
661	141.5361835
662	141.4607349
663	141.4025816
664	141.3496709
665	141.3010554
666	141.2549775
667	141.2030203
668	141.1518918
669	141.0088981
670	140.9612112
671	140.9071685
672	140.8401675
673	140.7928411
674	140.7467658
675	140.6984731
676	140.6539573
677	140.597987
678	140.549151
679	140.4976228
680	140.3977086
681	140.2997131
682	140.2581341
683	140.2085978
684	140.1600176
685	140.1127962
686	140.0664984
687	139.9294909
688	139.8841368
689	139.8469353
690	139.7857218
691	139.7415088
692	139.6956224
693	139.6492452
694	139.5804722
695	139.534829
696	139.442207
697	139.3937613
698	139.3520739
699	139.3012219
700	139.2603175
701	139.1937406
702	139.1501809
703	139.092652
704	138.9624932
705	138.9187921
706	138.8582297
707	138.808779
708	138.7659586
709	138.719728
710	138.6584303
711	138.5940087
712	138.5462007
713	138.457991
714	138.4141618
715	138.3726527
716	138.3298099
717	138.288304
718	138.2257661
719	138.1657154
720	138.1246872
721	138.0633527
722	138.0240217
723	137.9383047
724	137.8982429
725	137.8407428
726	137.8022547
727	137.7199521
728	137.6830825
729	137.6375313
730	137.516275
731	137.4769685
732	137.4363463
733	137.3804969
734	137.3445706
735	137.3035628
736	137.2688352
737	137.2291686
738	137.1854252
739	137.1435527
740	137.1049378
741	137.0501764
742	136.9324611
743	136.896769
744	136.8384097
745	136.7999206
746	136.7619031
747	136.7220642
748	136.6849136
749	136.644863
750	136.613725
751	136.5698969
752	136.5332571
753	136.4945541
754	136.4548439
755	136.4174676
756	136.3034124
757	136.2677113
758	136.2286222
759	136.1935353
760	136.1591373
761	136.1095746
762	136.0741395
763	136.038008
764	135.9992326
765	135.8881019
766	135.8327979
767	135.7930689
768	135.7578555
769	135.7044304
770	135.6664859
771	135.6228231
772	135.5892253
773	135.5615969
774	135.4895513
775	135.4578096
776	135.3510845
777	135.3174254
778	135.2820535
779	135.2492119
780	135.1744917
781	135.1358705
782	135.1048416
783	135.0565212
784	135.020794
785	134.9902138
786	134.9376239
787	134.8341694
788	134.802248
789	134.770954
790	134.7393488
791	134.70167
792	134.6712205
793	134.6400454
794	134.5992601
795	134.548616
796	134.5179708
797	134.4857581
798	134.4542933
799	134.4077654
800	134.3073516
801	134.276783
802	134.2481717
803	134.2104626
804	134.181422
805	134.1331456
806	134.0967682
807	134.0264379
808	133.9780271
809	133.9472957
810	133.9174713
811	133.8702313
812	133.8417455
813	133.8093127
814	133.7759577
815	133.7405718
816	133.7074836
817	133.6728934
818	133.6426441
819	133.6126173
820	133.588029
821	133.5418774
822	133.4957662
823	133.4655375
824	133.4344759
825	133.3894628
826	133.3631966
827	133.2676544
828	133.2353687
829	133.2071827
830	133.1806552
831	133.1193417
832	133.085612
833	133.0569503
834	133.0294825
835	132.9761612
836	132.9530228
837	132.9066896
838	132.8774562
839	132.8439834
840	132.8096787
841	132.7787591
842	132.7502728
843	132.7200768
844	132.6894742
845	132.6605577
846	132.6309497
847	132.6044512
848	132.5756863
849	132.5341405
850	132.4758468
851	132.4483622
852	132.3579641
853	132.3295338
854	132.3024895
855	132.27517
856	132.2507386
857	132.226203
858	132.1835739
859	132.1587596
860	132.1158263
861	132.0839923
862	132.0597426
863	132.0298949
864	131.9807841
865	131.9366997
866	131.9106795
867	131.8826222
868	131.8643775
869	131.8367873
870	131.8130897
871	131.7902084
872	131.7646179
873	131.7371404
874	131.7140938
875	131.6839149
876	131.6602886
877	131.6299871
878	131.6018423
879	131.5819645
880	131.5555351
881	131.5311866
882	131.5024396
883	131.4739861
884	131.4136184
885	131.3757259
886	131.3475673
887	131.3170049
888	131.2947969
889	131.2714448
890	131.2315166
891	131.2124175
892	131.1820242
893	131.1552554
894	131.1203283
895	131.0348366
896	131.0136168
897	130.9864924
898	130.9608043
899	130.902791
900	130.8843461
901	130.8574988
902	130.7739998
903	130.7241874
904	130.6969754
905	130.6562722
906	130.6318038
907	130.6135609
908	130.5843766
909	130.5591634
910	130.5364996
911	130.5149849
912	130.483287
913	130.4545288
914	130.4309684
915	130.3906688
916	130.370751
917	130.346793
918	130.3263312
919	130.2768022
920	130.2526349
921	130.2138481
922	130.1877594
923	130.1665289
924	130.1409146
925	130.1028982
926	130.0816375
927	130.0616294
928	129.9829551
929	129.9453054
930	129.87897
931	129.8539653
932	129.8306224
933	129.8052602
934	129.7801994
935	129.7558323
936	129.7326881
937	129.7118736
938	129.6833773
939	129.6601883
940	129.6341938
941	129.6091469
942	129.5921499
943	129.5537436
944	129.5368062
945	129.515624
946	129.4894374
947	129.4682111
948	129.4437415
949	129.4239786
950	129.4046696
951	129.3815273
952	129.3628846
953	129.3381651
954	129.3113069
955	129.2865727
956	129.2682558
957	129.2448512
958	129.1922345
959	129.1721899
960	129.1492597
961	129.1252235
962	129.1017563
963	129.0268329
964	128.9993544
965	128.976521
966	128.9568117
967	128.9357997
968	128.8845847
969	128.8589952
970	128.8351181
971	128.8199325
972	128.8036545
973	128.7844606
974	128.7666965
975	128.7435959
976	128.7280912
977	128.7074062
978	128.6901073
979	128.6746771
980	128.6529142
981	128.6373032
982	128.6150696
983	128.5943522
984	128.5737838
985	128.5568581
986	128.5348614
987	128.5131756
988	128.4942394
989	128.4784252
990	128.405467
991	128.3714776
992	128.3535972
993	128.3198152
994	128.2826324
995	128.2614268
996	128.2406327
997	128.2222044
998	128.2058489
999	128.1827296
