iter	Logloss
152	0.5477483002
153	0.5473953869
154	0.5467392891
155	0.5459818111
156	0.5454412127
157	0.5446391472
158	0.5438099586
159	0.543136857
160	0.542475371
161	0.5416553355
162	0.5408722549
163	0.5400972295
164	0.5393405108
165	0.5386186837
166	0.5382856567
167	0.5376361908
168	0.5370988334
169	0.5362830296
170	0.5357007413
171	0.5350931177
172	0.534340331
173	0.5337549201
174	0.533437322
175	0.5326503081
176	0.5319531385
177	0.5312036791
178	0.5304486602
179	0.5296917217
180	0.5293487928
181	0.5290422944
182	0.5282537664
183	0.5279501442
184	0.5272447554
185	0.5266117318
186	0.5259389551
187	0.5253686971
188	0.5246054822
189	0.5242596135
190	0.5237324962
191	0.5229844363
192	0.5222696764
193	0.5215274278
194	0.5208075177
195	0.5202731133
196	0.5198572972
197	0.5191507284
198	0.5187064195
199	0.518426606
200	0.5177366929
201	0.5174512343
202	0.5168881849
203	0.5161773015
204	0.5157770444
205	0.5153055997
206	0.5148769823
207	0.5141850855
208	0.5134575777
209	0.5127834114
210	0.5123629144
211	0.5116719678
212	0.5111051429
213	0.5104040623
214	0.5097601276
215	0.5090281862
216	0.5084018572
217	0.507924951
218	0.50748449
219	0.5070366227
220	0.5063946396
221	0.5057215335
222	0.5053090312
223	0.5047879815
224	0.5041640055
225	0.5036301754
226	0.5031509544
227	0.5024489388
228	0.5019921495
229	0.5013292714
230	0.5010501131
231	0.5005324425
232	0.4999132963
233	0.4992269661
234	0.4988306062
235	0.4981835309
236	0.4975172307
237	0.4971478257
238	0.496643012
239	0.496090403
240	0.4956130956
241	0.4949204714
242	0.4946954673
243	0.4940746702
244	0.4936139923
245	0.4930373526
246	0.4924378552
247	0.4922126413
248	0.4917616617
249	0.4912658658
250	0.4910496153
251	0.4903974678
252	0.4901551875
253	0.4896599392
254	0.4890678359
255	0.4888566799
256	0.4883314688
257	0.4880034088
258	0.4874019332
259	0.4870178541
260	0.4866848189
261	0.4863494717
262	0.4859599734
263	0.4854506903
264	0.4850893411
265	0.4848883203
266	0.4843816861
267	0.483788393
268	0.4835499679
269	0.4831462227
270	0.4828113702
271	0.482494416
272	0.4818881023
273	0.4813365963
274	0.4808925523
275	0.480447434
276	0.4799669111
277	0.4797278798
278	0.4791870052
279	0.4785635241
280	0.4781618721
281	0.4779410361
282	0.4773715731
283	0.4769188687
284	0.476377825
285	0.4759022841
286	0.4754374909
287	0.4749318179
288	0.4745443276
289	0.4740558288
290	0.4737871148
291	0.4732263261
292	0.4728480836
293	0.4722650418
294	0.4717817939
295	0.4712363384
296	0.4707702792
297	0.4704865696
298	0.4700375656
299	0.4696410298
300	0.4691727725
301	0.4688741278
302	0.4686749426
303	0.4685085547
304	0.4680164118
305	0.467616896
306	0.4670692415
307	0.4665450152
308	0.4660408172
309	0.4656943177
310	0.4651661968
311	0.4646915091
312	0.4645329398
313	0.4643748859
314	0.4641542937
315	0.4637910227
316	0.4632660231
317	0.4630244095
318	0.4624650852
319	0.4621423943
320	0.4616626121
321	0.4612367328
322	0.4608181986
323	0.4602693848
324	0.4597610713
325	0.4593857116
326	0.4589619775
327	0.4586880428
328	0.4581928494
329	0.4578064663
330	0.4575367485
331	0.4572855382
332	0.4571417052
333	0.4568747355
334	0.45662891
335	0.4561270119
336	0.4558636657
337	0.4554783268
338	0.4552458821
339	0.4548937156
340	0.4544696053
341	0.4540950409
342	0.4536500782
343	0.4531733857
344	0.4527047551
345	0.4524422774
346	0.4519942357
347	0.4517314087
348	0.4515917557
349	0.4511964549
350	0.4508314587
351	0.450700784
352	0.4503340419
353	0.4501173928
354	0.4496775796
355	0.449400851
356	0.4492582222
357	0.4488264781
358	0.4483512549
359	0.4478612074
360	0.4474180508
361	0.4472933887
362	0.4468857837
363	0.4467624545
364	0.4464699133
365	0.4460268726
366	0.4457849404
367	0.445413878
368	0.4451824585
369	0.4449354472
370	0.444534765
371	0.4440940542
372	0.4439505545
373	0.4435383182
374	0.4432977473
375	0.4429554086
376	0.4425868781
377	0.4422473986
378	0.4418244729
379	0.4415613549
380	0.4414255387
381	0.4411369752
382	0.4408306632
383	0.4407186147
384	0.4403003787
385	0.4399176639
386	0.4395711792
387	0.4394614778
388	0.4390781648
389	0.4386968833
390	0.4384761007
391	0.4381200502
392	0.4378825399
393	0.4377471431
394	0.4374157591
395	0.4371821822
396	0.4368091428
397	0.4364428071
398	0.4360307328
399	0.4356801224
400	0.4353458189
401	0.4351529976
402	0.434798965
403	0.4345545458
404	0.4343894359
405	0.4339751808
406	0.4335525949
407	0.433317142
408	0.4329135326
409	0.4325464934
410	0.4322938065
411	0.4321607997
412	0.4318032768
413	0.431683308
414	0.431262689
415	0.4310741467
416	0.4307501098
417	0.4306555
418	0.4303096761
419	0.4299266554
420	0.4296229935
421	0.4292343405
422	0.4290864286
423	0.4288188261
424	0.4284882719
425	0.4280867698
426	0.4276679525
427	0.4273949598
428	0.4270514803
429	0.4268672477
430	0.4265380535
431	0.4262940845
432	0.4259189073
433	0.425467351
434	0.4252355866
435	0.4251491703
436	0.4247283946
437	0.4244265997
438	0.4240711795
439	0.4237272427
440	0.4236429063
441	0.4232369596
442	0.4231263251
443	0.4230432583
444	0.4229174591
445	0.4224881071
446	0.4221401787
447	0.4218712691
448	0.4216954438
449	0.421353418
450	0.421272765
451	0.4209228151
452	0.4208084239
453	0.4207290841
454	0.4206500204
455	0.4203647408
456	0.4199842515
457	0.4198670562
458	0.4195859767
459	0.4192545729
460	0.4189633344
461	0.4187345144
462	0.4185415135
463	0.4182144521
464	0.4180468322
465	0.4179565412
466	0.417619192
467	0.4174427583
468	0.4172134542
469	0.4169898926
470	0.4168260291
471	0.4166933935
472	0.4164409353
473	0.4163581879
474	0.4160059518
475	0.4157287103
476	0.4155705618
477	0.4153152886
478	0.4152449129
479	0.4149739142
480	0.4148439776
481	0.4147113559
482	0.4144320089
483	0.4141305432
484	0.4140089536
485	0.4136266193
486	0.413354241
487	0.413263877
488	0.4129546392
489	0.4126480253
490	0.4124947571
491	0.4121772446
492	0.411984811
493	0.411657678
494	0.4115506593
495	0.411310145
496	0.4109869484
497	0.4109230722
498	0.4107919498
499	0.410556719
500	0.410347188
501	0.4100226425
502	0.409673858
503	0.4093719451
504	0.4092213669
505	0.4090266042
506	0.4087704097
507	0.4085284712
508	0.4082980179
509	0.4080044877
510	0.4076563362
511	0.4074331675
512	0.407188359
513	0.4068694067
514	0.406557152
515	0.4062775721
516	0.4059751339
517	0.4058930775
518	0.4056025213
519	0.4054646012
520	0.4054073321
521	0.405233352
522	0.404925746
523	0.4047497979
524	0.4045989172
525	0.4043946788
526	0.4040942416
527	0.403823609
528	0.4035127897
529	0.4032495188
530	0.4030249549
531	0.4027203403
532	0.4024360434
533	0.4021179446
534	0.4018108659
535	0.4015564544
536	0.4014665903
537	0.4012212116
538	0.4010969926
539	0.4009886091
540	0.4007355651
541	0.4004927685
542	0.4002900219
543	0.4000884547
544	0.4000164918
545	0.3998647869
546	0.399594876
547	0.3994150003
548	0.3990568012
549	0.3987790321
550	0.3985364569
551	0.3982882084
552	0.3981059165
553	0.3978826898
554	0.3976670626
555	0.3974929227
556	0.3973333263
557	0.3972854372
558	0.3971540661
559	0.3970249045
560	0.3968263286
561	0.3965086455
562	0.3963129914
563	0.39602932
564	0.3959435508
565	0.3958799678
566	0.3957734879
567	0.3957180046
568	0.3956115293
569	0.3953006518
570	0.3951910517
571	0.3950693606
572	0.394879976
573	0.3946122506
574	0.3945677222
575	0.3945029279
576	0.3942059343
577	0.3939325566
578	0.3937153245
579	0.3936717499
580	0.3935318557
581	0.3932454872
582	0.3929938525
583	0.3926861791
584	0.3925694635
585	0.3925089644
586	0.3923509904
587	0.3921018044
588	0.3918406987
589	0.3915870405
590	0.3914028002
591	0.3912957013
592	0.3910113112
593	0.3908125835
594	0.3905358612
595	0.3903303238
596	0.3900826866
597	0.3897728564
598	0.3896381932
599	0.3894276384
600	0.3891789674
601	0.388915846
602	0.3886859577
603	0.3885283607
604	0.3882730584
605	0.388092216
606	0.3878461225
607	0.3876763955
608	0.387604072
609	0.3873914111
610	0.3873216293
611	0.3872241397
612	0.3870158664
613	0.3869656223
614	0.3867268259
615	0.38647704
616	0.3862817722
617	0.3860161553
618	0.3858514626
619	0.3856488884
620	0.3854582496
621	0.3854202905
622	0.3851115111
623	0.3850402579
624	0.3849568076
625	0.3847013497
626	0.3845638859
627	0.3843290263
628	0.3840776348
629	0.3839577929
630	0.3838606189
631	0.3836622455
632	0.3836117807
633	0.3834118709
634	0.383199001
635	0.3829747583
636	0.3827600875
637	0.3825308173
638	0.3822490593
639	0.3821734149
640	0.3819446435
641	0.3817891914
642	0.3816002687
643	0.3813902528
644	0.3812580549
645	0.3810416589
646	0.3809959139
647	0.3808165634
648	0.3806192916
649	0.3803779283
650	0.3801518506
651	0.3798944099
652	0.3798153245
653	0.3796559912
654	0.3795937724
655	0.3793923994
656	0.3792902426
657	0.379132319
658	0.3788790209
659	0.3787990946
660	0.3786408885
661	0.3784895868
662	0.3782806099
663	0.3781432634
664	0.3778701575
665	0.377660759
666	0.3774143262
667	0.3773376393
668	0.3771928144
669	0.3769506666
670	0.3768204181
671	0.3766126745
672	0.3764390561
673	0.3763414529
674	0.3760982252
675	0.3758780678
676	0.3757530894
677	0.3756626874
678	0.375467878
679	0.3752737027
680	0.3750520014
681	0.3749530065
682	0.374882974
683	0.3748566204
684	0.3747752649
685	0.3747454539
686	0.3746552101
687	0.3743903073
688	0.3742335363
689	0.3741012896
690	0.373849712
691	0.3736824088
692	0.3736426131
693	0.3734598368
694	0.3733673301
695	0.3731393879
696	0.3729213193
697	0.3728444416
698	0.3726268111
699	0.3724513784
700	0.3722286728
701	0.3720498896
702	0.3718867002
703	0.3716894478
704	0.3715484785
705	0.3713882586
706	0.37117442
707	0.3709899821
708	0.3709573978
709	0.3708442441
710	0.3707678363
711	0.3706877367
712	0.370613264
713	0.3704627476
714	0.3703573933
715	0.3702187637
716	0.3700308524
717	0.3698832861
718	0.3697182245
719	0.3695852764
720	0.3694721592
721	0.3693091425
722	0.3691925257
723	0.3690955611
724	0.3689634439
725	0.3686957759
726	0.368467653
727	0.3682830606
728	0.3681440272
729	0.3680893556
730	0.3679819959
731	0.3677996698
732	0.367732958
733	0.367711824
734	0.3676523326
735	0.3675136289
736	0.3673695677
737	0.367276842
738	0.3670933013
739	0.3668897625
740	0.3667344216
741	0.3665371698
742	0.3664143467
743	0.366336204
744	0.3663099721
745	0.3661600029
746	0.3660434529
747	0.365878093
748	0.3657678977
749	0.3655173853
750	0.3653574983
751	0.365156428
752	0.3650448911
753	0.3649067864
754	0.3647915681
755	0.3646143488
756	0.3645508237
757	0.3643332223
758	0.3641819974
759	0.3640844118
760	0.3638927445
761	0.3637747157
762	0.3635773299
763	0.3635589104
764	0.3635409257
765	0.3633664344
766	0.363129857
767	0.3630117509
768	0.3627881816
769	0.3626297796
770	0.3625216805
771	0.3623413456
772	0.3621515816
773	0.3621340961
774	0.3618395787
775	0.3617216049
776	0.3616875501
777	0.3614842866
778	0.3613968588
779	0.3613080719
780	0.3610800641
781	0.3609099556
782	0.3608315296
783	0.3607362885
784	0.36060074
785	0.3603852263
786	0.3602109253
787	0.360014633
788	0.3598206728
789	0.3597971314
790	0.3596370266
791	0.3595795103
792	0.3595410462
793	0.3593825469
794	0.3592088747
795	0.3590897753
796	0.3590540305
797	0.3588888406
798	0.35870457
799	0.3585985886
800	0.3584442068
801	0.3582696398
802	0.358145414
803	0.3579449761
804	0.357762807
805	0.3576013387
806	0.3574934445
807	0.3574311252
808	0.3572946474
809	0.3572767499
810	0.3571350516
811	0.3571201865
812	0.3569272396
813	0.3567439067
814	0.3565453965
815	0.3564964783
816	0.3563350779
817	0.3562302634
818	0.3560431197
819	0.3558479809
820	0.3557952814
821	0.3556327046
822	0.3554943283
823	0.3554096059
824	0.3552168348
825	0.3551181107
826	0.3549904309
827	0.3547926519
828	0.3547203242
829	0.3545760458
830	0.3544685462
831	0.3543511603
832	0.3543298687
833	0.3540980407
834	0.3539204664
835	0.3537274939
836	0.3535953463
837	0.3533866823
838	0.3533656495
839	0.3533310414
840	0.3531762997
841	0.3529687379
842	0.3527986648
843	0.3526039865
844	0.3524447799
845	0.3524125818
846	0.3522977332
847	0.3522709584
848	0.3521461556
849	0.3520143498
850	0.3518858355
851	0.3517339296
852	0.3516044434
853	0.351466634
854	0.3514216124
855	0.3513942079
856	0.3512616554
857	0.3512363961
858	0.3510485722
859	0.3509111944
860	0.3507954334
861	0.3506407843
862	0.3504802739
863	0.3503804079
864	0.3502049906
865	0.3500194641
866	0.349818535
867	0.3496761101
868	0.349543738
869	0.3493942381
870	0.3492896769
871	0.3491459597
872	0.3489233821
873	0.3488565869
874	0.3486737286
875	0.3485082369
876	0.3484481589
877	0.3483803776
878	0.3483001056
879	0.3482448188
880	0.3481128202
881	0.3480028299
882	0.3478016606
883	0.3477680424
884	0.3477391394
885	0.3475710853
886	0.3474318277
887	0.3472991469
888	0.3471208175
889	0.3469753716
890	0.3468788518
891	0.3467035478
892	0.346480669
893	0.3463014773
894	0.3461307549
895	0.3459591575
896	0.3458130612
897	0.3457188673
898	0.3454959653
899	0.3453812026
900	0.3453753517
901	0.3451481449
902	0.3450428727
903	0.3448241475
904	0.3446189088
905	0.344489502
906	0.3443276649
907	0.3441917086
908	0.3440692124
909	0.3439966977
910	0.3438677029
911	0.3436892698
912	0.3435380194
913	0.3433612687
914	0.3432304763
915	0.3430867212
916	0.3430543613
917	0.3428664919
918	0.342691616
919	0.3425668817
920	0.3425579325
921	0.3424189424
922	0.3423153234
923	0.3420966761
924	0.341961774
925	0.3418426055
926	0.3417532115
927	0.341684074
928	0.3416652942
929	0.3416147736
930	0.3415163764
931	0.3414802066
932	0.341350005
933	0.3412591068
934	0.3411001032
935	0.3410201576
936	0.3409553277
937	0.3408716899
938	0.3407264469
939	0.3406389909
940	0.3406030633
941	0.3404515125
942	0.340264162
943	0.3401053958
944	0.3400891392
945	0.3399460441
946	0.3397603921
947	0.3395922962
948	0.3394748473
949	0.3393909401
950	0.3392153646
951	0.3391139851
952	0.3389974293
953	0.3387886981
954	0.3385874893
955	0.3384385604
956	0.3382883454
957	0.3381176959
958	0.3379686809
959	0.3378116711
960	0.3375853294
961	0.3374755003
962	0.337362286
963	0.3372498656
964	0.3371120875
965	0.3369773067
966	0.3368944441
967	0.3367584792
968	0.3366432658
969	0.3366068872
970	0.3364891881
971	0.3363857333
972	0.336227508
973	0.3362049379
974	0.3361102803
975	0.3360721746
976	0.3359187779
977	0.3358316841
978	0.3357459183
979	0.335618745
980	0.3355275882
981	0.335377865
982	0.3352836607
983	0.3351188737
984	0.3350396612
985	0.3349629979
986	0.334881555
987	0.3347940882
988	0.3346446872
989	0.334601269
990	0.3344772873
991	0.3344535681
992	0.3344252767
993	0.3343057544
994	0.3342007258
995	0.3341425677
996	0.3340056064
997	0.3338523469
998	0.3338080085
999	0.333781605
