iter	RMSE
817	0.3749537859
818	0.3749096124
819	0.3747989293
820	0.3747280678
821	0.3746956309
822	0.3746591831
823	0.374569414
824	0.3744254368
825	0.3743704928
826	0.3742323945
827	0.3741609078
828	0.3740825595
829	0.3739554031
830	0.3738296474
831	0.3737531327
832	0.3736801911
833	0.3736306966
834	0.3735407288
835	0.3734734578
836	0.3733663917
837	0.3732708776
838	0.3731936439
839	0.3730643691
840	0.3729269376
841	0.372889138
842	0.3727522103
843	0.3726616251
844	0.3725574526
845	0.3725012379
846	0.3724241728
847	0.3723664605
848	0.3722711463
849	0.3721804493
850	0.372132929
851	0.3720635694
852	0.371996705
853	0.3719438637
854	0.3719151819
855	0.3717681516
856	0.3716683464
857	0.3715011891
858	0.3714990989
859	0.3714514773
860	0.3714315793
861	0.3713710235
862	0.3712581655
863	0.3711905963
864	0.3710644625
865	0.3709796077
866	0.3709262822
867	0.3708081267
868	0.3707077589
869	0.3706519752
870	0.3705636875
871	0.3704513205
872	0.3703902497
873	0.3703203211
874	0.3702438721
875	0.3701790274
876	0.3701142055
877	0.3700371616
878	0.3699502567
879	0.3699022815
880	0.3698523487
881	0.3697660718
882	0.369694636
883	0.3695968207
884	0.3694972935
885	0.3694399243
886	0.3693930142
887	0.3693391179
888	0.3692241323
889	0.3691090351
890	0.3689592543
891	0.3688538838
892	0.368758273
893	0.3687014165
894	0.3686222385
895	0.3685393504
896	0.3684245208
897	0.3682955878
898	0.3682627281
899	0.3682139273
900	0.368089278
901	0.3680149907
902	0.3679029613
903	0.3677879512
904	0.3676946889
905	0.3676927041
906	0.3676010176
907	0.3675977522
908	0.3675490058
909	0.367495963
910	0.3674240186
911	0.367329358
912	0.3672450769
913	0.3671135834
914	0.3670302902
915	0.3669336284
916	0.3668405905
917	0.3668374396
918	0.3667536296
919	0.3667055341
920	0.3666179645
921	0.3665377827
922	0.3664269936
923	0.3663700341
924	0.3663098464
925	0.3662675258
926	0.3662113411
927	0.3661319283
928	0.3660804803
929	0.3659672667
930	0.3658359448
931	0.3657422096
932	0.3656319202
933	0.3655711853
934	0.3654713437
935	0.3653758237
936	0.3653600544
937	0.365268603
938	0.365169653
939	0.3651091569
940	0.3650339697
941	0.3649091083
942	0.3648257268
943	0.3647674197
944	0.3646739309
945	0.3645909991
946	0.3644659025
947	0.364373121
948	0.3643221657
949	0.364287846
950	0.3642529604
951	0.3641611479
952	0.3640566846
953	0.3639396124
954	0.3638492398
955	0.3637433197
956	0.363613222
957	0.3635630798
958	0.3635094825
959	0.3634332773
960	0.3633560309
961	0.3632943999
962	0.363234329
963	0.363127276
964	0.3630697927
965	0.3629602944
966	0.362824027
967	0.3627281522
968	0.3626649163
969	0.3625132314
970	0.362412524
971	0.3623301271
972	0.3622228308
973	0.362140027
974	0.3620614559
975	0.3620146264
976	0.3619513032
977	0.3618651594
978	0.3617495989
979	0.3616914414
980	0.3616274385
981	0.3615360224
982	0.3614047613
983	0.3613506998
984	0.361270597
985	0.3612185047
986	0.3611492337
987	0.3610660287
988	0.3609889544
989	0.3609212772
990	0.3608131366
991	0.3607655149
992	0.3606721396
993	0.3606339521
994	0.3605758848
995	0.3605185859
996	0.3604162853
997	0.3602982336
998	0.3602385995
999	0.3601364346
