iter	Passed	Remaining
262	4004	11222
263	4018	11203
264	4032	11184
265	4045	11163
266	4059	11145
267	4072	11124
268	4086	11105
269	4098	11082
270	4111	11060
271	4125	11040
272	4138	11021
273	4152	11001
274	4164	10980
275	4178	10961
276	4193	10944
277	4206	10924
278	4220	10907
279	4233	10887
280	4247	10869
281	4261	10851
282	4276	10833
283	4289	10814
284	4305	10802
285	4318	10782
286	4332	10763
287	4346	10746
288	4359	10726
289	4373	10707
290	4386	10686
291	4399	10668
292	4413	10648
293	4426	10628
294	4440	10612
295	4454	10593
296	4467	10573
297	4480	10555
298	4493	10535
299	4507	10518
300	4519	10496
301	4534	10480
302	4548	10462
303	4560	10440
304	4573	10422
305	4587	10403
306	4600	10385
307	4615	10369
308	4627	10348
309	4642	10332
310	4655	10314
311	4670	10299
312	4687	10288
313	4701	10271
314	4716	10256
315	4729	10236
316	4742	10217
317	4755	10198
318	4768	10180
319	4781	10161
320	4794	10140
321	4808	10124
322	4823	10109
323	4837	10093
324	4851	10075
325	4864	10056
326	4877	10038
327	4890	10020
328	4904	10002
329	4919	9988
330	4933	9970
331	4947	9954
332	4960	9936
333	4973	9917
334	4987	9899
335	5000	9881
336	5013	9862
337	5027	9846
338	5040	9828
339	5054	9811
340	5067	9793
341	5080	9775
342	5097	9763
343	5111	9748
344	5126	9733
345	5139	9715
346	5153	9698
347	5167	9682
348	5180	9663
349	5193	9645
350	5205	9625
351	5220	9609
352	5235	9595
353	5250	9581
354	5264	9565
355	5277	9547
356	5290	9529
357	5303	9510
358	5317	9494
359	5333	9481
360	5347	9464
361	5359	9446
362	5373	9429
363	5386	9412
364	5400	9395
365	5413	9377
366	5427	9361
367	5443	9348
368	5457	9332
369	5471	9316
370	5484	9299
371	5499	9283
372	5513	9267
373	5527	9252
374	5543	9239
375	5556	9221
376	5571	9206
377	5584	9188
378	5598	9172
379	5611	9155
380	5625	9139
381	5638	9121
382	5652	9106
383	5666	9089
384	5679	9071
385	5692	9054
386	5705	9038
387	5719	9021
388	5732	9004
389	5748	8990
390	5759	8970
391	5773	8955
392	5786	8937
393	5799	8919
394	5812	8903
395	5826	8887
396	5839	8868
397	5853	8853
398	5866	8836
399	5881	8821
400	5894	8805
401	5907	8788
402	5920	8771
403	5934	8754
404	5946	8736
405	5960	8720
406	5973	8703
407	5986	8686
408	6000	8671
409	6013	8653
410	6027	8638
411	6042	8623
412	6056	8607
413	6071	8594
414	6085	8578
415	6099	8563
416	6117	8553
417	6133	8539
418	6150	8527
419	6165	8514
420	6177	8495
421	6189	8477
422	6202	8461
423	6214	8442
424	6228	8426
425	6241	8409
426	6253	8391
427	6267	8375
428	6280	8358
429	6293	8342
430	6308	8328
431	6322	8313
432	6335	8295
433	6346	8277
434	6360	8261
435	6376	8248
436	6390	8233
437	6405	8218
438	6419	8203
439	6433	8188
440	6448	8173
441	6462	8158
442	6476	8143
443	6490	8127
444	6505	8113
445	6521	8100
446	6536	8086
447	6552	8073
448	6568	8060
449	6586	8050
450	6601	8036
451	6617	8023
452	6632	8008
453	6644	7990
454	6657	7974
455	6674	7962
456	6691	7950
457	6707	7938
458	6724	7925
459	6739	7911
460	6754	7896
461	6767	7880
462	6782	7866
463	6796	7850
464	6809	7834
465	6823	7819
466	6837	7803
467	6852	7789
468	6865	7773
469	6881	7760
470	6895	7744
471	6909	7729
472	6923	7713
473	6939	7701
474	6956	7689
475	6971	7675
476	6985	7658
477	6999	7643
478	7013	7628
479	7027	7612
480	7040	7597
481	7055	7582
482	7068	7566
483	7082	7550
484	7098	7537
485	7112	7522
486	7126	7507
487	7141	7492
488	7155	7477
489	7168	7461
490	7181	7444
491	7197	7431
492	7211	7416
493	7224	7399
494	7238	7384
495	7251	7368
496	7265	7353
497	7279	7337
498	7293	7323
499	7307	7307
500	7321	7292
501	7335	7277
502	7349	7261
503	7362	7245
504	7376	7230
505	7391	7215
506	7405	7201
507	7420	7186
508	7435	7172
509	7449	7157
510	7464	7143
511	7477	7127
512	7491	7112
513	7508	7099
514	7522	7084
515	7536	7069
516	7561	7063
517	7588	7060
518	7603	7046
519	7618	7032
520	7632	7016
521	7643	6999
522	7657	6984
523	7672	6969
524	7685	6953
525	7697	6936
526	7711	6920
527	7725	6905
528	7737	6889
529	7749	6872
530	7762	6856
531	7775	6839
532	7788	6824
533	7802	6808
534	7819	6795
535	7832	6780
536	7846	6765
537	7862	6751
538	7875	6735
539	7890	6721
540	7903	6705
541	7919	6691
542	7933	6676
543	7947	6661
544	7961	6646
545	7974	6630
546	7988	6615
547	8003	6601
548	8016	6585
549	8031	6571
550	8043	6554
551	8056	6538
552	8070	6523
553	8085	6509
554	8099	6493
555	8113	6478
556	8126	6463
557	8139	6447
558	8154	6432
559	8167	6417
560	8182	6403
561	8197	6389
562	8212	6374
563	8224	6358
564	8240	6344
565	8253	6328
566	8267	6313
567	8282	6299
568	8296	6284
569	8311	6270
570	8325	6254
571	8338	6239
572	8353	6224
573	8368	6210
574	8381	6195
575	8395	6180
576	8409	6164
577	8422	6149
578	8436	6134
579	8451	6120
580	8464	6104
581	8478	6089
582	8490	6073
583	8505	6058
584	8520	6044
585	8534	6029
586	8549	6015
587	8563	6000
588	8578	5985
589	8592	5971
590	8607	5956
591	8619	5940
592	8633	5925
593	8646	5909
594	8660	5894
595	8673	5879
596	8685	5863
597	8699	5848
598	8712	5832
599	8726	5817
600	8740	5802
601	8753	5787
602	8768	5772
603	8782	5757
604	8795	5742
605	8808	5726
606	8822	5712
607	8835	5696
608	8850	5682
609	8864	5667
610	8878	5652
611	8890	5636
612	8904	5621
613	8918	5606
614	8930	5590
615	8943	5575
616	8957	5560
617	8972	5546
618	8986	5531
619	8999	5515
620	9013	5500
621	9026	5485
622	9040	5470
623	9056	5456
624	9074	5444
625	9093	5432
626	9113	5421
627	9132	5409
628	9148	5396
629	9165	5383
630	9181	5369
631	9197	5355
632	9213	5341
633	9229	5328
634	9243	5313
635	9257	5298
636	9274	5285
637	9289	5270
638	9303	5256
639	9317	5241
640	9332	5226
641	9345	5211
642	9359	5196
643	9374	5182
644	9388	5167
645	9402	5152
646	9416	5137
647	9428	5121
648	9441	5106
649	9455	5091
650	9468	5076
651	9484	5062
652	9498	5047
653	9512	5032
654	9526	5017
655	9539	5002
656	9555	4988
657	9572	4975
658	9587	4961
659	9602	4946
660	9616	4931
661	9631	4917
662	9647	4903
663	9666	4891
664	9685	4879
665	9757	4893
666	9786	4885
667	9799	4870
668	9816	4857
669	9831	4842
670	9845	4827
671	9861	4813
672	9880	4800
673	9900	4788
674	9917	4775
675	9933	4761
676	9949	4746
677	9962	4731
678	9975	4716
679	9989	4701
680	10004	4686
681	10018	4671
682	10033	4656
683	10048	4642
684	10062	4627
685	10075	4612
686	10089	4596
687	10103	4581
688	10118	4567
689	10132	4552
690	10145	4536
691	10158	4521
692	10171	4506
693	10185	4490
694	10199	4475
695	10213	4460
696	10226	4445
697	10241	4431
698	10256	4416
699	10271	4401
700	10288	4388
701	10305	4374
702	10326	4362
703	10342	4348
704	10358	4334
705	10374	4320
706	10389	4305
707	10405	4291
708	10419	4276
709	10434	4262
710	10448	4246
711	10460	4231
712	10473	4215
713	10487	4200
714	10501	4185
715	10515	4170
716	10528	4155
717	10543	4140
718	10558	4126
719	10572	4111
720	10586	4096
721	10599	4081
722	10612	4066
723	10626	4050
724	10641	4036
725	10653	4020
726	10667	4005
727	10679	3990
728	10695	3975
729	10708	3960
730	10721	3945
731	10736	3930
732	10749	3915
733	10763	3900
734	10776	3885
735	10790	3870
736	10803	3855
737	10819	3840
738	10833	3826
739	10848	3811
740	10863	3797
741	10877	3782
742	10891	3767
743	10904	3751
744	10917	3736
745	10931	3722
746	10946	3707
747	10958	3691
748	10972	3676
749	10986	3662
750	11000	3647
751	11016	3633
752	11030	3618
753	11044	3603
754	11059	3588
755	11074	3574
756	11087	3559
757	11101	3544
758	11114	3529
759	11128	3514
760	11142	3499
761	11157	3484
762	11171	3469
763	11184	3455
764	11199	3440
765	11212	3425
766	11225	3410
767	11239	3395
768	11255	3380
769	11269	3366
770	11283	3351
771	11298	3336
772	11311	3321
773	11325	3306
774	11339	3292
775	11351	3276
776	11367	3262
777	11380	3247
778	11393	3232
779	11407	3217
780	11420	3202
781	11434	3187
782	11448	3172
783	11463	3158
784	11479	3144
785	11495	3129
786	11508	3114
787	11522	3099
788	11535	3084
789	11547	3069
790	11562	3055
791	11577	3040
792	11590	3025
793	11605	3010
794	11620	2996
795	11631	2980
796	11645	2966
797	11660	2951
798	11673	2936
799	11688	2922
800	11701	2907
801	11716	2892
802	11730	2877
803	11743	2862
804	11758	2848
805	11774	2833
806	11787	2819
807	11801	2804
808	11816	2789
809	11830	2775
810	11846	2760
811	11859	2745
812	11876	2731
813	11890	2717
814	11906	2702
815	11921	2688
816	11939	2674
817	11956	2660
818	11973	2646
819	11990	2632
820	12005	2617
821	12022	2603
822	12037	2588
823	12051	2574
824	12066	2559
825	12081	2544
826	12095	2530
827	12108	2515
828	12121	2500
829	12136	2485
830	12150	2471
831	12164	2456
832	12179	2441
833	12192	2426
834	12207	2412
835	12220	2397
836	12234	2382
837	12248	2367
838	12261	2352
839	12276	2338
840	12291	2323
841	12304	2308
842	12318	2294
843	12332	2279
844	12345	2264
845	12359	2249
846	12375	2235
847	12389	2220
848	12403	2206
849	12417	2191
850	12430	2176
851	12444	2161
852	12457	2146
853	12471	2132
854	12484	2117
855	12500	2102
856	12514	2088
857	12528	2073
858	12540	2058
859	12552	2043
860	12566	2028
861	12579	2013
862	12594	1999
863	12608	1984
864	12624	1970
865	12637	1955
866	12650	1940
867	12665	1926
868	12680	1911
869	12694	1896
870	12708	1882
871	12722	1867
872	12735	1852
873	12749	1837
874	12762	1823
875	12776	1808
876	12789	1793
877	12804	1779
878	12821	1764
879	12835	1750
880	12849	1735
881	12864	1721
882	12880	1706
883	12896	1692
884	12912	1677
885	12928	1663
886	12942	1648
887	12957	1634
888	12972	1619
889	12986	1605
890	13002	1590
891	13017	1576
892	13031	1561
893	13046	1546
894	13061	1532
895	13078	1518
896	13094	1503
897	13113	1489
898	13127	1474
899	13141	1460
900	13156	1445
901	13172	1431
902	13186	1416
903	13202	1402
904	13219	1387
905	13232	1372
906	13248	1358
907	13261	1343
908	13275	1328
909	13288	1314
910	13301	1299
911	13318	1285
912	13331	1270
913	13345	1255
914	13360	1241
915	13376	1226
916	13389	1211
917	13402	1197
918	13416	1182
919	13431	1167
920	13444	1153
921	13459	1138
922	13474	1124
923	13487	1109
924	13500	1094
925	13514	1080
926	13529	1065
927	13544	1050
928	13556	1036
929	13571	1021
930	13585	1006
931	13599	992
932	13613	977
933	13626	962
934	13641	948
935	13655	933
936	13669	919
937	13683	904
938	13698	889
939	13712	875
940	13726	860
941	13742	846
942	13757	831
943	13770	816
944	13784	802
945	13798	787
946	13814	773
947	13828	758
948	13842	743
949	13857	729
950	13871	714
951	13884	700
952	13898	685
953	13913	670
954	13927	656
955	13942	641
956	13957	627
957	13972	612
958	13985	597
959	14000	583
960	14014	568
961	14026	554
962	14040	539
963	14055	524
964	14067	510
965	14081	495
966	14095	481
967	14109	466
968	14122	451
969	14137	437
970	14152	422
971	14167	408
972	14181	393
973	14195	378
974	14209	364
975	14223	349
976	14236	335
977	14251	320
978	14267	306
979	14279	291
980	14293	276
981	14307	262
982	14322	247
983	14336	233
984	14350	218
985	14364	203
986	14379	189
987	14392	174
988	14405	160
989	14419	145
990	14435	131
991	14448	116
992	14466	101
993	14482	87
994	14497	72
995	14513	58
996	14529	43
997	14543	29
998	14556	14
999	14571	0
